zipcode,borough,Population,Population Density,Housing Units,Median Home Value,Land Area,Water Area,Occupied Housing Units,Median Household Income,Male,Female,White,Black Or African American,American Indian Or Alaskan Native,Asian,Native Hawaiian & Other Pacific Islander,Other Race,Two Or More Races,Husband Wife Family Households,Single Guardian,Singles,Singles With Roommate,Households without Kids,Households with Kids,In Occupied Housing Units,Correctional Facility For Adults,Juvenile Facilities,Nursing Facilities,Other Institutional,College Student Housing,Military Quarters,Other Noninstitutional,Owned Households With A Mortgage,Owned Households Free & Clear,Renter Occupied Households,Households Vacant,For Rent,Rented & Unoccupied,For Sale Only,Sold & Unoccupied,For Season Recreational Or Occasional Use,For Migrant Workers,Vacant For Other Reasons,Studio Apartment,1 Bedroom,2 Bedroom,3+ Bedroom,Worked Full-time with Earnings,Worked Part-time with Earnings,No Earnings,"Car, truck, or van",Public transportation,Taxicab,Motorcycle,"Bicycle, Walked, or Other Means",Worked at Home,Less than High School Diploma,High School Graduate,Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,Enrolled in Public School,Enrolled in Private School,Not Enrolled in School
11203,Brooklyn,76174.0,35502.0,28087.0,426100.0,2.15,0.0,26420.0,48400.0,33843.0,42331.0,2703.0,69435.0,221.0,956.0,27.0,1219.0,1613.0,8393.0,10199.0,6585.0,1243.0,16901.0,9519.0,74338.0,0.0,5.0,766.0,463.0,235.0,0.0,367.0,7667.0,2220.0,16533.0,1667.0,762.0,66.0,142.0,43.0,105.0,0.0,549.0,984.0,6275.0,6182.0,2485.0,26795.0,11486.0,25785.0,9608.0,21729.0,252.0,18.0,1874.0,779.0,8062.0,30171.0,4770.0,7207.0,2983.0,434.0,267.0,11849.0,1598.0,958.0
11204,Brooklyn,78134.0,49173.0,28196.0,657500.0,1.59,0.0,25449.0,45472.0,38514.0,39620.0,51867.0,598.0,141.0,20594.0,39.0,3650.0,1245.0,14116.0,4284.0,5842.0,1207.0,16238.0,9211.0,78030.0,0.0,0.0,40.0,0.0,0.0,0.0,64.0,4519.0,3831.0,17099.0,2747.0,525.0,31.0,127.0,97.0,212.0,0.0,1755.0,382.0,5685.0,6345.0,3461.0,22738.0,12806.0,26423.0,8824.0,16546.0,91.0,11.0,4696.0,1097.0,14365.0,22423.0,2921.0,7703.0,3426.0,802.0,254.0,7756.0,8483.0,1002.0
11205,Brooklyn,40366.0,42508.0,16409.0,636900.0,0.95,0.0,14690.0,44688.0,18829.0,21537.0,18437.0,13899.0,238.0,2050.0,41.0,4011.0,1690.0,3998.0,3426.0,4876.0,2390.0,10232.0,4458.0,37815.0,0.0,8.0,155.0,0.0,1358.0,0.0,1030.0,2241.0,741.0,11708.0,1719.0,809.0,34.0,164.0,51.0,74.0,0.0,587.0,611.0,3740.0,3689.0,3368.0,11892.0,8163.0,12057.0,2205.0,10650.0,26.0,16.0,3289.0,1330.0,5028.0,9022.0,1032.0,5527.0,3372.0,817.0,326.0,4608.0,3915.0,628.0
11206,Brooklyn,81677.0,56939.0,29941.0,533400.0,1.43,0.0,28025.0,28559.0,38855.0,42822.0,34534.0,23108.0,736.0,4522.0,52.0,15393.0,3332.0,7735.0,9379.0,7255.0,3656.0,17716.0,10309.0,81166.0,93.0,13.0,13.0,0.0,0.0,0.0,392.0,1864.0,696.0,25465.0,1916.0,1046.0,121.0,149.0,46.0,34.0,0.0,520.0,1542.0,7387.0,10014.0,6400.0,19531.0,14763.0,25894.0,4473.0,19536.0,71.0,77.0,4540.0,1376.0,16548.0,19806.0,2413.0,6606.0,1914.0,360.0,169.0,12092.0,6728.0,1076.0
11207,Brooklyn,93386.0,34965.0,34202.0,403800.0,2.67,0.0,31118.0,32945.0,42314.0,51072.0,10638.0,62417.0,841.0,1069.0,127.0,14606.0,3688.0,7940.0,14191.0,7488.0,1499.0,17182.0,13936.0,91586.0,0.0,8.0,418.0,0.0,0.0,0.0,1374.0,6063.0,1459.0,23596.0,3084.0,1444.0,60.0,349.0,32.0,56.0,0.0,1143.0,1052.0,5215.0,10715.0,6522.0,24697.0,13172.0,31323.0,8286.0,21975.0,100.0,9.0,2248.0,581.0,15998.0,27059.0,3941.0,4889.0,1785.0,212.0,186.0,18806.0,1176.0,2120.0
11208,Brooklyn,94469.0,27333.0,32069.0,441100.0,3.46,0.0,29211.0,35079.0,44378.0,50091.0,14798.0,45147.0,1131.0,7878.0,95.0,20721.0,4699.0,9631.0,12489.0,5942.0,1149.0,14913.0,14298.0,93791.0,0.0,0.0,268.0,17.0,0.0,0.0,393.0,6077.0,1395.0,21739.0,2858.0,1119.0,68.0,378.0,49.0,118.0,0.0,1126.0,997.0,4249.0,9321.0,6997.0,26901.0,9254.0,32883.0,7678.0,23439.0,45.0,0.0,1581.0,615.0,12927.0,32691.0,2875.0,4013.0,1320.0,80.0,94.0,20312.0,657.0,2051.0
11209,Brooklyn,68853.0,31845.0,34679.0,625600.0,2.16,0.0,31065.0,58261.0,33179.0,35674.0,53085.0,1485.0,201.0,7957.0,29.0,3925.0,2171.0,11739.0,4201.0,12628.0,2497.0,23985.0,7080.0,68668.0,0.0,0.0,0.0,0.0,0.0,13.0,172.0,6196.0,3901.0,20968.0,3614.0,1030.0,76.0,180.0,99.0,213.0,1.0,2015.0,1533.0,9849.0,6032.0,2507.0,25736.0,11387.0,22429.0,10462.0,18247.0,84.0,13.0,3179.0,984.0,7069.0,19807.0,2773.0,13525.0,6936.0,1903.0,802.0,8019.0,2574.0,1125.0
11210,Brooklyn,62008.0,37785.0,22476.0,485500.0,1.64,0.0,20653.0,55429.0,28616.0,33392.0,20648.0,35821.0,200.0,2175.0,28.0,1749.0,1387.0,8495.0,6083.0,5133.0,942.0,12564.0,8089.0,61892.0,0.0,8.0,8.0,8.0,0.0,0.0,92.0,6331.0,2093.0,12229.0,1823.0,557.0,49.0,158.0,62.0,59.0,0.0,938.0,988.0,5148.0,3913.0,1489.0,21115.0,10184.0,19570.0,11099.0,14405.0,51.0,0.0,1592.0,1047.0,4485.0,20773.0,2668.0,8754.0,3721.0,708.0,338.0,7069.0,5473.0,1298.0
11211,Brooklyn,90117.0,39209.0,37180.0,655500.0,2.3,0.07,33489.0,46848.0,44522.0,45595.0,68534.0,4496.0,520.0,3445.0,54.0,10276.0,2792.0,11975.0,5066.0,9576.0,6872.0,24182.0,9307.0,89379.0,0.0,8.0,177.0,0.0,0.0,0.0,553.0,3354.0,1770.0,28365.0,3691.0,1546.0,130.0,1153.0,46.0,151.0,0.0,665.0,3391.0,10085.0,10594.0,5985.0,28474.0,18783.0,24726.0,5266.0,26119.0,143.0,288.0,8657.0,3413.0,12352.0,21053.0,2057.0,16046.0,6040.0,1554.0,685.0,6025.0,9855.0,1334.0
11212,Brooklyn,84500.0,54944.0,31847.0,391700.0,1.54,0.0,30201.0,28348.0,36528.0,47972.0,3822.0,71964.0,483.0,606.0,38.0,5315.0,2272.0,6548.0,14422.0,8130.0,1101.0,17264.0,12937.0,82484.0,85.0,82.0,434.0,0.0,0.0,0.0,1415.0,3291.0,981.0,25929.0,1646.0,929.0,57.0,94.0,28.0,54.0,2.0,482.0,1023.0,7419.0,11591.0,5416.0,22721.0,10333.0,30829.0,5921.0,20642.0,183.0,0.0,2043.0,477.0,12849.0,29588.0,3677.0,3862.0,1118.0,226.0,50.0,17029.0,948.0,1583.0
11213,Brooklyn,63767.0,58448.0,24974.0,582300.0,1.09,0.0,23142.0,34794.0,28822.0,34945.0,12493.0,46454.0,250.0,554.0,22.0,2414.0,1580.0,6074.0,8689.0,7018.0,1361.0,14549.0,8593.0,62876.0,0.0,6.0,170.0,8.0,303.0,0.0,404.0,2486.0,1150.0,19506.0,1832.0,956.0,74.0,152.0,56.0,66.0,0.0,528.0,1035.0,7653.0,7597.0,3580.0,18240.0,8605.0,20588.0,4241.0,16375.0,177.0,65.0,2390.0,762.0,8186.0,20237.0,2464.0,4884.0,2293.0,391.0,148.0,9368.0,3383.0,784.0
11214,Brooklyn,88630.0,40566.0,35261.0,598800.0,2.18,0.0,32212.0,43398.0,43258.0,45372.0,51011.0,1016.0,281.0,28657.0,70.0,5885.0,1710.0,15715.0,6137.0,8781.0,1579.0,22195.0,10017.0,87676.0,0.0,0.0,666.0,0.0,0.0,0.0,288.0,5539.0,4344.0,22329.0,3049.0,698.0,40.0,215.0,87.0,249.0,2.0,1758.0,927.0,8802.0,6736.0,3433.0,25567.0,11866.0,31569.0,9343.0,21051.0,99.0,12.0,2372.0,811.0,17148.0,26241.0,3510.0,9383.0,3256.0,671.0,372.0,10246.0,1867.0,1207.0
11215,Brooklyn,63488.0,29148.0,30073.0,913200.0,2.18,0.02,28077.0,95654.0,30083.0,33405.0,48504.0,3852.0,234.0,4040.0,31.0,4046.0,2781.0,10511.0,3200.0,8995.0,5371.0,21161.0,6916.0,62666.0,0.0,25.0,0.0,422.0,70.0,0.0,305.0,7299.0,2566.0,18212.0,1996.0,827.0,59.0,224.0,61.0,116.0,0.0,709.0,1302.0,7500.0,6502.0,2543.0,30192.0,14725.0,12133.0,5002.0,27538.0,121.0,54.0,4150.0,3837.0,4216.0,9758.0,1574.0,17589.0,11892.0,3962.0,1756.0,6779.0,2371.0,754.0
11216,Brooklyn,54316.0,58065.0,25964.0,623300.0,0.94,0.0,23193.0,43996.0,25117.0,29199.0,6920.0,41543.0,241.0,1634.0,23.0,2088.0,1867.0,4252.0,7040.0,8918.0,2983.0,17009.0,6184.0,53616.0,0.0,17.0,133.0,0.0,0.0,0.0,550.0,2881.0,976.0,19336.0,2771.0,1363.0,76.0,191.0,121.0,72.0,0.0,948.0,2159.0,6256.0,5858.0,3282.0,20638.0,8641.0,16352.0,4087.0,18209.0,44.0,39.0,2387.0,1381.0,6821.0,15986.0,2413.0,8288.0,4211.0,497.0,433.0,6227.0,885.0,540.0
11217,Brooklyn,35881.0,47796.0,17581.0,857000.0,0.75,0.0,16269.0,81862.0,16688.0,19193.0,21302.0,8201.0,162.0,2184.0,13.0,2321.0,1698.0,4630.0,2511.0,6033.0,3095.0,12745.0,3524.0,34691.0,0.0,25.0,502.0,0.0,0.0,0.0,663.0,3590.0,1052.0,11627.0,1312.0,581.0,78.0,179.0,44.0,82.0,0.0,348.0,1681.0,4150.0,4086.0,1967.0,16065.0,8490.0,8324.0,1621.0,15933.0,20.0,10.0,2763.0,1993.0,3925.0,6273.0,1181.0,9616.0,5861.0,2281.0,630.0,3307.0,1301.0,253.0
11218,Brooklyn,75220.0,52664.0,26598.0,546300.0,1.43,0.0,25240.0,52445.0,37470.0,37750.0,43160.0,7448.0,460.0,14052.0,22.0,7141.0,2937.0,11752.0,4416.0,6810.0,2262.0,16244.0,8996.0,74555.0,0.0,42.0,357.0,0.0,57.0,0.0,209.0,5409.0,2300.0,17531.0,1358.0,638.0,48.0,149.0,54.0,73.0,2.0,394.0,871.0,6264.0,6330.0,3206.0,21653.0,15165.0,20022.0,6712.0,20658.0,266.0,17.0,3800.0,1413.0,9455.0,16029.0,3108.0,10676.0,6028.0,1368.0,833.0,9095.0,5748.0,1342.0
11219,Brooklyn,92221.0,62225.0,28693.0,726700.0,1.48,0.0,26177.0,34316.0,46092.0,46129.0,62915.0,1121.0,224.0,20972.0,54.0,5437.0,1498.0,16040.0,3731.0,5360.0,1046.0,14310.0,11867.0,91429.0,0.0,0.0,528.0,74.0,0.0,0.0,190.0,3362.0,2907.0,19908.0,2516.0,656.0,90.0,133.0,83.0,163.0,0.0,1391.0,621.0,5438.0,7421.0,6491.0,21535.0,16673.0,29107.0,9104.0,15359.0,70.0,3.0,8274.0,1675.0,18537.0,23866.0,2441.0,6076.0,2184.0,452.0,202.0,7970.0,14917.0,2608.0
11220,Brooklyn,99598.0,55603.0,31045.0,615300.0,1.79,0.0,29018.0,37580.0,50308.0,49290.0,30492.0,2975.0,1045.0,41386.0,27.0,20069.0,3604.0,14059.0,7267.0,5743.0,1949.0,16811.0,12207.0,99364.0,0.0,6.0,129.0,0.0,0.0,0.0,99.0,3875.0,3085.0,22058.0,2027.0,633.0,49.0,192.0,49.0,122.0,0.0,982.0,1265.0,5679.0,9742.0,6073.0,29742.0,20138.0,30380.0,9635.0,25654.0,129.0,61.0,7615.0,1085.0,32991.0,18971.0,2905.0,8531.0,2969.0,560.0,396.0,16414.0,1499.0,2311.0
11221,Brooklyn,78895.0,57033.0,31784.0,543800.0,1.38,0.0,28391.0,39178.0,37205.0,41690.0,13776.0,44774.0,825.0,1629.0,69.0,14517.0,3305.0,6691.0,10582.0,8675.0,2443.0,17843.0,10548.0,77389.0,0.0,51.0,231.0,0.0,0.0,0.0,1224.0,4273.0,1160.0,22958.0,3393.0,1659.0,68.0,295.0,71.0,58.0,3.0,1239.0,1839.0,5768.0,8861.0,5709.0,26527.0,10193.0,26517.0,5585.0,23264.0,153.0,23.0,2991.0,1011.0,15938.0,22816.0,3121.0,6670.0,2419.0,405.0,207.0,15026.0,638.0,1344.0
11222,Brooklyn,36934.0,24232.0,18756.0,726500.0,1.52,0.08,17033.0,63739.0,18415.0,18519.0,30855.0,807.0,111.0,1813.0,19.0,2306.0,1023.0,4845.0,2176.0,5608.0,4404.0,14384.0,2649.0,36744.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,1718.0,1226.0,14089.0,1723.0,692.0,40.0,298.0,21.0,90.0,1.0,581.0,858.0,5029.0,5806.0,1476.0,16813.0,6344.0,7907.0,2813.0,13531.0,39.0,91.0,3229.0,1522.0,2672.0,8814.0,2176.0,8604.0,4089.0,882.0,263.0,2232.0,411.0,173.0
11223,Brooklyn,78731.0,37956.0,32407.0,613000.0,2.07,0.0,28421.0,41328.0,38184.0,40547.0,52060.0,3287.0,288.0,16631.0,24.0,4838.0,1603.0,14135.0,5438.0,7662.0,1186.0,19217.0,9204.0,78661.0,0.0,0.0,22.0,0.0,0.0,0.0,48.0,5184.0,4302.0,18935.0,3986.0,622.0,34.0,238.0,60.0,178.0,0.0,2854.0,925.0,7267.0,5893.0,2491.0,21570.0,10216.0,28189.0,9054.0,16035.0,48.0,27.0,2743.0,583.0,12096.0,24184.0,3259.0,8283.0,3327.0,612.0,385.0,7813.0,4783.0,931.0
11224,Brooklyn,47621.0,30841.0,20768.0,317800.0,1.54,0.04,19774.0,27481.0,21120.0,26501.0,28255.0,11802.0,249.0,2853.0,13.0,3215.0,1234.0,6764.0,5379.0,6994.0,637.0,14676.0,5098.0,46349.0,0.0,12.0,1011.0,0.0,0.0,0.0,249.0,2219.0,3380.0,14175.0,994.0,321.0,28.0,61.0,24.0,82.0,0.0,478.0,623.0,5446.0,4110.0,2864.0,10952.0,5768.0,19497.0,4097.0,8253.0,61.0,0.0,1486.0,309.0,6883.0,13101.0,2059.0,5979.0,2404.0,474.0,214.0,5445.0,393.0,543.0
11225,Brooklyn,56829.0,64295.0,23588.0,615700.0,0.88,0.0,22501.0,42922.0,25416.0,31413.0,9400.0,42766.0,238.0,850.0,24.0,1884.0,1667.0,5739.0,7423.0,7341.0,1998.0,15565.0,6936.0,56744.0,0.0,14.0,6.0,0.0,0.0,0.0,65.0,2326.0,952.0,19223.0,1087.0,599.0,50.0,65.0,15.0,51.0,0.0,307.0,1561.0,8370.0,6395.0,2973.0,18652.0,10792.0,17135.0,4435.0,17723.0,79.0,11.0,2226.0,1140.0,6558.0,18784.0,2383.0,7022.0,3172.0,637.0,226.0,8283.0,2062.0,740.0
11226,Brooklyn,101572.0,78775.0,37745.0,480500.0,1.29,0.0,36101.0,40734.0,45453.0,56119.0,10020.0,76853.0,550.0,3014.0,40.0,7839.0,3256.0,9721.0,13919.0,9949.0,2512.0,22681.0,13420.0,100369.0,0.0,18.0,397.0,0.0,0.0,0.0,788.0,3221.0,900.0,31980.0,1644.0,1067.0,87.0,111.0,28.0,36.0,0.0,315.0,2496.0,14294.0,10159.0,4055.0,34655.0,15030.0,28576.0,7548.0,32348.0,315.0,39.0,2377.0,1123.0,13164.0,34356.0,3343.0,9473.0,3805.0,689.0,287.0,15796.0,1154.0,1869.0
11228,Brooklyn,41788.0,28428.0,18234.0,681700.0,1.47,0.0,15572.0,61893.0,20213.0,21575.0,28473.0,284.0,80.0,10214.0,15.0,2003.0,719.0,8060.0,2639.0,4206.0,667.0,10785.0,4787.0,41609.0,0.0,0.0,147.0,0.0,0.0,0.0,32.0,4568.0,3327.0,7677.0,2662.0,346.0,29.0,79.0,85.0,164.0,0.0,1959.0,196.0,1914.0,2267.0,1938.0,14555.0,6315.0,15285.0,7769.0,8934.0,41.0,37.0,1342.0,650.0,6802.0,13856.0,1919.0,5229.0,2498.0,929.0,279.0,5400.0,1485.0,662.0
11229,Brooklyn,80018.0,36934.0,34885.0,524100.0,2.17,0.05,30601.0,51725.0,37973.0,42045.0,57025.0,4383.0,146.0,14596.0,15.0,2407.0,1446.0,15095.0,5607.0,8722.0,1177.0,21511.0,9090.0,79755.0,0.0,0.0,168.0,0.0,0.0,0.0,95.0,7797.0,5464.0,17340.0,4284.0,457.0,41.0,224.0,74.0,112.0,0.0,3376.0,977.0,7379.0,5989.0,2281.0,26368.0,11906.0,27850.0,12166.0,17880.0,24.0,14.0,3071.0,1255.0,8868.0,23781.0,4111.0,12888.0,5267.0,1280.0,598.0,9842.0,3302.0,1020.0
11230,Brooklyn,86408.0,46966.0,34028.0,598000.0,1.84,0.0,30859.0,42170.0,41937.0,44471.0,61656.0,7239.0,313.0,11194.0,23.0,4308.0,1675.0,15115.0,4768.0,9401.0,1575.0,20894.0,9965.0,86019.0,0.0,3.0,199.0,0.0,3.0,0.0,184.0,4933.0,3786.0,22140.0,3169.0,809.0,71.0,186.0,74.0,136.0,1.0,1892.0,1611.0,9779.0,6740.0,2956.0,21011.0,17413.0,26488.0,9999.0,17883.0,78.0,0.0,4101.0,1105.0,8382.0,20575.0,4701.0,12040.0,5787.0,1274.0,915.0,8109.0,8111.0,1421.0
11231,Brooklyn,33336.0,23441.0,16149.0,912000.0,1.42,0.03,15216.0,78174.0,15584.0,17752.0,22953.0,5015.0,178.0,1413.0,15.0,2434.0,1328.0,4997.0,2746.0,5248.0,2225.0,11181.0,4035.0,33266.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2645.0,1044.0,11527.0,933.0,383.0,29.0,116.0,73.0,75.0,0.0,257.0,497.0,4613.0,4444.0,1544.0,13673.0,6478.0,7767.0,2033.0,11752.0,34.0,6.0,2883.0,1471.0,3401.0,6062.0,881.0,8317.0,4737.0,1287.0,405.0,3797.0,1064.0,423.0
11232,Brooklyn,28265.0,22028.0,8980.0,582900.0,1.28,0.0,8403.0,43595.0,15438.0,12827.0,12091.0,2068.0,581.0,4568.0,28.0,7270.0,1659.0,3213.0,2193.0,1857.0,1140.0,5215.0,3188.0,26116.0,2089.0,0.0,0.0,0.0,0.0,0.0,60.0,1071.0,800.0,6532.0,577.0,231.0,28.0,64.0,13.0,53.0,0.0,188.0,302.0,1983.0,3005.0,1512.0,9600.0,5859.0,7934.0,2147.0,8560.0,26.0,8.0,2077.0,336.0,6836.0,7008.0,841.0,2497.0,1450.0,253.0,203.0,4467.0,417.0,504.0
11233,Brooklyn,67053.0,49746.0,29074.0,551900.0,1.35,0.0,25693.0,34492.0,29784.0,37269.0,3629.0,56838.0,470.0,575.0,17.0,3594.0,1930.0,5205.0,11048.0,8068.0,1372.0,15592.0,10101.0,66063.0,51.0,0.0,28.0,0.0,0.0,0.0,911.0,4040.0,1003.0,20650.0,3381.0,1473.0,88.0,342.0,105.0,39.0,0.0,1334.0,1045.0,6172.0,8701.0,4117.0,19713.0,9185.0,23442.0,6330.0,17145.0,49.0,0.0,1520.0,870.0,10109.0,21844.0,3017.0,5752.0,1965.0,439.0,196.0,13309.0,754.0,1185.0
11234,Brooklyn,87757.0,11627.0,33714.0,488200.0,7.55,0.83,31213.0,68431.0,40229.0,47528.0,41975.0,37024.0,252.0,4109.0,20.0,2439.0,1938.0,14554.0,8190.0,7530.0,939.0,20063.0,11150.0,87660.0,0.0,7.0,8.0,0.0,0.0,0.0,82.0,14829.0,4936.0,11448.0,2501.0,482.0,62.0,280.0,71.0,115.0,0.0,1491.0,512.0,2567.0,4612.0,2844.0,32360.0,15590.0,26854.0,21888.0,17514.0,76.0,10.0,2029.0,1277.0,7084.0,30027.0,6054.0,12168.0,5910.0,1134.0,556.0,12466.0,4673.0,1358.0
11235,Brooklyn,79132.0,35237.0,37619.0,531000.0,2.25,0.19,33886.0,41639.0,37466.0,41666.0,61763.0,1727.0,245.0,10152.0,11.0,3774.0,1460.0,14906.0,5248.0,12008.0,1724.0,26186.0,7700.0,77915.0,0.0,0.0,810.0,0.0,0.0,0.0,407.0,6937.0,5497.0,21452.0,3733.0,866.0,65.0,338.0,68.0,254.0,0.0,2142.0,2658.0,9249.0,5456.0,1857.0,25231.0,9039.0,28758.0,10679.0,15464.0,70.0,0.0,3924.0,1289.0,5791.0,20800.0,5671.0,15946.0,5264.0,1824.0,792.0,8440.0,1268.0,962.0
11236,Brooklyn,93877.0,26112.0,33313.0,478700.0,3.6,0.03,31778.0,61061.0,41239.0,52638.0,7015.0,79835.0,312.0,2361.0,14.0,2407.0,1933.0,11370.0,12230.0,7121.0,1057.0,18571.0,13207.0,92612.0,0.0,0.0,492.0,32.0,0.0,0.0,741.0,12392.0,1977.0,17409.0,1535.0,608.0,50.0,199.0,13.0,42.0,0.0,623.0,1676.0,2729.0,7852.0,4130.0,35364.0,15132.0,27421.0,18997.0,23935.0,196.0,6.0,1743.0,699.0,9871.0,32065.0,6323.0,10335.0,4741.0,727.0,159.0,14981.0,3115.0,940.0
11237,Brooklyn,49896.0,50927.0,16724.0,464500.0,0.98,0.02,15512.0,40372.0,25949.0,23947.0,18040.0,5423.0,696.0,3457.0,40.0,19238.0,3002.0,4967.0,5064.0,3055.0,2426.0,9284.0,6228.0,48970.0,0.0,0.0,0.0,0.0,0.0,0.0,926.0,1010.0,444.0,14058.0,1212.0,762.0,24.0,45.0,28.0,18.0,0.0,335.0,737.0,2497.0,7533.0,4266.0,20010.0,7030.0,16642.0,2899.0,17400.0,276.0,19.0,3616.0,832.0,16983.0,9296.0,1159.0,4133.0,1459.0,207.0,45.0,9404.0,420.0,1048.0
11238,Brooklyn,49262.0,44555.0,24525.0,656800.0,1.11,0.0,22648.0,65315.0,22667.0,26595.0,18680.0,23593.0,173.0,2689.0,33.0,1842.0,2252.0,5402.0,4249.0,8834.0,4163.0,17866.0,4782.0,47957.0,0.0,1.0,449.0,0.0,0.0,0.0,855.0,4430.0,1400.0,16818.0,1877.0,869.0,34.0,258.0,64.0,81.0,1.0,570.0,1443.0,6778.0,5553.0,2629.0,22445.0,10370.0,11332.0,3302.0,21429.0,48.0,0.0,2668.0,1966.0,3888.0,11145.0,1933.0,11922.0,7065.0,1824.0,760.0,4595.0,998.0,564.0
11239,Brooklyn,13393.0,23470.0,6335.0,354600.0,0.57,0.01,6280.0,26275.0,5206.0,8187.0,4196.0,7644.0,54.0,391.0,2.0,727.0,379.0,1464.0,2035.0,2638.0,143.0,4649.0,1631.0,13241.0,27.0,13.0,27.0,0.0,0.0,0.0,85.0,146.0,17.0,6117.0,55.0,48.0,3.0,1.0,0.0,1.0,0.0,2.0,216.0,2643.0,2114.0,1265.0,3356.0,1305.0,6010.0,1506.0,2234.0,9.0,0.0,262.0,0.0,1799.0,4489.0,840.0,1059.0,823.0,67.0,26.0,1497.0,666.0,116.0
11240,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11241,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11242,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11243,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11244,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11245,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11247,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11248,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11249,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11251,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11252,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11254,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11255,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11256,Brooklyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11351,Bronx,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352,Bronx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11354,Bronx,54878.0,25324.0,22201.0,380600.0,2.17,0.03,20120.0,46566.0,25655.0,29223.0,15375.0,2105.0,137.0,32240.0,65.0,3383.0,1573.0,9419.0,4164.0,5151.0,1386.0,14967.0,5153.0,53074.0,0.0,0.0,1761.0,0.0,0.0,0.0,43.0,4180.0,3985.0,11955.0,2081.0,488.0,34.0,1105.0,48.0,133.0,0.0,273.0,706.0,4763.0,4481.0,1900.0,19049.0,9937.0,20034.0,11513.0,11079.0,8.0,18.0,2901.0,665.0,9116.0,18742.0,3866.0,8562.0,2684.0,639.0,176.0,5736.0,802.0,561.0
11355,Bronx,85871.0,49492.0,30681.0,507500.0,1.74,0.0,28837.0,41884.0,41433.0,44438.0,14201.0,2838.0,234.0,60867.0,26.0,5108.0,2597.0,14551.0,6167.0,6052.0,2067.0,20048.0,8789.0,85408.0,0.0,21.0,363.0,0.0,0.0,0.0,79.0,5058.0,4215.0,19564.0,1844.0,816.0,57.0,356.0,74.0,154.0,4.0,383.0,1865.0,8427.0,6166.0,2498.0,26339.0,14630.0,29945.0,12438.0,17883.0,50.0,10.0,5378.0,725.0,16976.0,21702.0,6082.0,10785.0,3976.0,1087.0,435.0,9933.0,1074.0,1189.0
11356,Bronx,23438.0,14915.0,8303.0,562900.0,1.57,0.0,7751.0,58465.0,11424.0,12014.0,11938.0,608.0,87.0,6389.0,7.0,3515.0,894.0,4065.0,1777.0,1523.0,386.0,4676.0,3075.0,23421.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2527.0,1159.0,4065.0,552.0,239.0,3.0,72.0,12.0,40.0,0.0,186.0,87.0,915.0,1488.0,1461.0,8104.0,3852.0,6440.0,5484.0,3903.0,0.0,0.0,832.0,478.0,3206.0,7732.0,1047.0,2851.0,859.0,105.0,29.0,3346.0,458.0,399.0
